Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2021,Brasil,Total,Total,97.1,2.0,0.9
2021,Brasil,Urbana,Total,97.6,1.6,0.8
2021,Brasil,Rural,Total,94.2,4.3,1.5
2021,Brasil,Total,Federal,98.1,1.9,0.0
2021,Brasil,Urbana,Federal,98.1,1.9,0.0
2021,Brasil,Rural,Federal,100.0,0.0,0.0
2021,Brasil,Total,Estadual,97.4,1.7,0.9
2021,Brasil,Urbana,Estadual,97.7,1.4,0.9
2021,Brasil,Rural,Estadual,93.5,5.1,1.4
2021,Brasil,Total,Municipal,96.5,2.4,1.1
2021,Brasil,Urbana,Municipal,97.1,2.0,0.9
2021,Brasil,Rural,Municipal,94.2,4.3,1.5
2021,Brasil,Total,Privada,99.2,0.6,0.2
2021,Brasil,Urbana,Privada,99.2,0.6,0.2
2021,Brasil,Rural,Privada,98.6,1.2,0.2
2021,Brasil,Total,Pública,96.7,2.3,1.0
2021,Brasil,Urbana,Pública,97.2,1.9,0.9
2021,Brasil,Rural,Pública,94.1,4.3,1.6
2021,Norte,Total,Total,94.3,3.8,1.9
2021,Norte,Urbana,Total,96.0,2.6,1.4
2021,Norte,Rural,Total,90.4,6.6,3.0
2021,Norte,Total,Federal,99.5,0.5,0.0
2021,Norte,Urbana,Federal,99.5,0.5,0.0
2021,Norte,Rural,Federal,0.0,0.0,0.0
2021,Norte,Total,Estadual,94.9,3.9,1.2
2021,Norte,Urbana,Estadual,95.8,3.2,1.0
2021,Norte,Rural,Estadual,89.8,7.7,2.5
2021,Norte,Total,Municipal,93.6,4.1,2.3
2021,Norte,Urbana,Municipal,95.5,2.7,1.8
2021,Norte,Rural,Municipal,90.4,6.5,3.1
2021,Norte,Total,Privada,99.3,0.5,0.2
2021,Norte,Urbana,Privada,99.3,0.5,0.2
2021,Norte,Rural,Privada,99.7,0.0,0.3
2021,Norte,Total,Pública,93.8,4.1,2.1
2021,Norte,Urbana,Pública,95.5,2.8,1.7
2021,Norte,Rural,Pública,90.4,6.6,3.0
2021,Nordeste,Total,Total,95.7,2.9,1.4
2021,Nordeste,Urbana,Total,96.2,2.5,1.3
2021,Nordeste,Rural,Total,94.4,4.2,1.4
2021,Nordeste,Total,Federal,97.5,2.5,0.0
2021,Nordeste,Urbana,Federal,97.3,2.7,0.0
2021,Nordeste,Rural,Federal,100.0,0.0,0.0
2021,Nordeste,Total,Estadual,90.6,6.8,2.6
2021,Nordeste,Urbana,Estadual,91.8,5.7,2.5
