Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2018,Brasil,Total,Total,93.6,5.6,0.8
2018,Brasil,Urbana,Total,94.8,4.5,0.7
2018,Brasil,Rural,Total,86.9,11.0,2.1
2018,Brasil,Total,Federal,96.9,2.9,0.2
2018,Brasil,Urbana,Federal,97.1,2.8,0.1
2018,Brasil,Rural,Federal,80.0,20.0,0.0
2018,Brasil,Total,Estadual,95.0,4.4,0.6
2018,Brasil,Urbana,Estadual,95.4,4.0,0.6
2018,Brasil,Rural,Estadual,88.9,9.2,1.9
2018,Brasil,Total,Municipal,92.0,6.9,1.1
2018,Brasil,Urbana,Municipal,93.4,5.7,0.9
2018,Brasil,Rural,Municipal,86.7,11.2,2.1
2018,Brasil,Total,Privada,98.8,1.1,0.1
2018,Brasil,Urbana,Privada,98.8,1.1,0.1
2018,Brasil,Rural,Privada,97.0,2.8,0.2
2018,Brasil,Total,Pública,92.5,6.4,1.1
2018,Brasil,Urbana,Pública,93.8,5.3,0.9
2018,Brasil,Rural,Pública,86.9,11.1,2.0
2018,Norte,Total,Total,87.0,10.9,2.1
2018,Norte,Urbana,Total,90.9,7.8,1.3
2018,Norte,Rural,Total,78.5,17.6,3.9
2018,Norte,Total,Federal,97.8,2.2,0.0
2018,Norte,Urbana,Federal,97.8,2.2,0.0
2018,Norte,Rural,Federal,0.0,0.0,0.0
2018,Norte,Total,Estadual,90.1,8.5,1.4
2018,Norte,Urbana,Estadual,91.2,7.6,1.2
2018,Norte,Rural,Estadual,83.3,13.2,3.5
2018,Norte,Total,Municipal,85.0,12.5,2.5
2018,Norte,Urbana,Municipal,89.5,9.0,1.5
2018,Norte,Rural,Municipal,77.9,18.0,4.1
2018,Norte,Total,Privada,98.8,1.1,0.1
2018,Norte,Urbana,Privada,98.8,1.1,0.1
2018,Norte,Rural,Privada,97.3,2.7,0.0
2018,Norte,Total,Pública,86.0,11.7,2.3
2018,Norte,Urbana,Pública,89.9,8.6,1.5
2018,Norte,Rural,Pública,78.4,17.6,4.0
2018,Nordeste,Total,Total,90.5,8.0,1.5
2018,Nordeste,Urbana,Total,91.7,7.0,1.3
2018,Nordeste,Rural,Total,87.5,10.7,1.8
2018,Nordeste,Total,Federal,96.9,3.1,0.0
2018,Nordeste,Urbana,Federal,99.1,0.9,0.0
2018,Nordeste,Rural,Federal,80.0,20.0,0.0
2018,Nordeste,Total,Estadual,86.3,11.6,2.1
2018,Nordeste,Urbana,Estadual,87.0,11.1,1.9
2018,Nordeste,Rural,Estadual,82.6,13.7,3.7
2018,Nordeste,Total,Municipal,88.9,9.4,1.7
2018,Nordeste,Urbana,Municipal,89.7,8.7,1.6
2018,Nordeste,Rural,Municipal,87.5,10.7,1.8
2018,Nordeste,Total,Privada,98.4,1.4,0.2
2018,Nordeste,Urbana,Privada,98.5,1.4,0.1
2018,Nordeste,Rural,Privada,96.2,3.3,0.5
2018,Nordeste,Total,Pública,88.8,9.4,1.8
2018,Nordeste,Urbana,Pública,89.5,8.8,1.7
2018,Nordeste,Rural,Pública,87.4,10.7,1.9
2018,Sudeste,Total,Total,97.2,2.5,0.3
2018,Sudeste,Urbana,Total,97.3,2.4,0.3
2018,Sudeste,Rural,Total,95.5,4.1,0.4
2018,Sudeste,Total,Federal,96.9,3.1,0.0
2018,Sudeste,Urbana,Federal,96.9,3.1,0.0
2018,Sudeste,Rural,Federal,0.0,0.0,0.0
2018,Sudeste,Total,Estadual,99.1,0.5,0.4
2018,Sudeste,Urbana,Estadual,99.1,0.5,0.4
2018,Sudeste,Rural,Estadual,98.0,1.4,0.6
2018,Sudeste,Total,Municipal,96.1,3.5,0.4
2018,Sudeste,Urbana,Municipal,96.2,3.4,0.4
2018,Sudeste,Rural,Municipal,95.1,4.5,0.4
2018,Sudeste,Total,Privada,98.9,1.1,0.0
2018,Sudeste,Urbana,Privada,98.9,1.1,0.0
2018,Sudeste,Rural,Privada,97.9,2.1,0.0
2018,Sudeste,Total,Pública,96.8,2.8,0.4
2018,Sudeste,Urbana,Pública,96.9,2.7,0.4
2018,Sudeste,Rural,Pública,95.4,4.2,0.4
2018,Sul,Total,Total,94.6,5.1,0.3
2018,Sul,Urbana,Total,94.7,5.0,0.3
2018,Sul,Rural,Total,94.0,5.7,0.3
2018,Sul,Total,Federal,97.9,2.1,0.0
2018,Sul,Urbana,Federal,97.9,2.1,0.0
2018,Sul,Rural,Federal,0.0,0.0,0.0
2018,Sul,Total,Estadual,90.0,9.6,0.4
2018,Sul,Urbana,Estadual,90.0,9.6,0.4
2018,Sul,Rural,Estadual,89.4,9.9,0.7
2018,Sul,Total,Municipal,95.1,4.5,0.4
2018,Sul,Urbana,Municipal,95.1,4.5,0.4
2018,Sul,Rural,Municipal,95.0,4.7,0.3
2018,Sul,Total,Privada,99.0,1.0,0.0
2018,Sul,Urbana,Privada,99.0,1.0,0.0
2018,Sul,Rural,Privada,96.2,3.8,0.0
2018,Sul,Total,Pública,94.0,5.7,0.3
2018,Sul,Urbana,Pública,94.0,5.7,0.3
2018,Sul,Rural,Pública,93.9,5.7,0.4
2018,Centro-Oeste,Total,Total,96.0,3.6,0.4
2018,Centro-Oeste,Urbana,Total,96.3,3.3,0.4
2018,Centro-Oeste,Rural,Total,92.6,6.3,1.1
2018,Centro-Oeste,Total,Federal,93.4,4.9,1.7
2018,Centro-Oeste,Urbana,Federal,93.4,4.9,1.7
2018,Centro-Oeste,Rural,Federal,0.0,0.0,0.0
2018,Centro-Oeste,Total,Estadual,95.3,4.3,0.4
2018,Centro-Oeste,Urbana,Estadual,95.5,4.2,0.3
2018,Centro-Oeste,Rural,Estadual,93.9,5.3,0.8
2018,Centro-Oeste,Total,Municipal,95.4,4.1,0.5
2018,Centro-Oeste,Urbana,Municipal,95.8,3.8,0.4
2018,Centro-Oeste,Rural,Municipal,92.1,6.7,1.2
2018,Centro-Oeste,Total,Privada,99.1,0.9,0.0
2018,Centro-Oeste,Urbana,Privada,99.1,0.9,0.0
2018,Centro-Oeste,Rural,Privada,98.8,1.2,0.0
2018,Centro-Oeste,Total,Pública,95.4,4.1,0.5
2018,Centro-Oeste,Urbana,Pública,95.7,3.9,0.4
2018,Centro-Oeste,Rural,Pública,92.6,6.3,1.1
