Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2012,BRASIL,Total,Total,90.8,7.5,1.7
2012,BRASIL,Total,Publico,89.7,8.4,1.9
2012,BRASIL,Total,Privada,97.7,2.1,0.2
2012,BRASIL,Total,Municipal,89.0,8.9,2.1
2012,BRASIL,Total,Federal,96.0,3.9,0.1
2012,BRASIL,Total,Estadual,92.2,6.5,1.3
2012,BRASIL,Rural,Total,85.2,11.4,3.4
2012,BRASIL,Rural,Publico,85.1,11.5,3.4
2012,BRASIL,Rural,Privada,95.4,4.3,0.3
2012,BRASIL,Rural,Municipal,84.9,11.7,3.4
2012,BRASIL,Rural,Federal,100.0,0.0,0.0
2012,BRASIL,Rural,Estadual,87.7,9.3,3.0
2012,BRASIL,Urbana,Total,92.0,6.7,1.3
2012,BRASIL,Urbana,Publico,90.9,7.6,1.5
2012,BRASIL,Urbana,Privada,97.7,2.1,0.2
2012,BRASIL,Urbana,Municipal,90.4,8.0,1.6
2012,BRASIL,Urbana,Federal,96.0,3.9,0.1
2012,BRASIL,Urbana,Estadual,92.5,6.3,1.2
2012,NORTE,Total,Total,85.7,10.8,3.5
2012,NORTE,Total,Publico,84.9,11.4,3.7
2012,NORTE,Total,Privada,97.9,1.9,0.2
2012,NORTE,Total,Municipal,84.1,11.8,4.1
2012,NORTE,Total,Federal,91.3,8.3,0.4
2012,NORTE,Total,Estadual,86.8,10.4,2.8
2012,NORTE,Rural,Total,80.3,13.7,6.0
2012,NORTE,Rural,Publico,80.3,13.7,6.0
2012,NORTE,Rural,Privada,91.9,7.5,0.6
2012,NORTE,Rural,Municipal,80.1,13.7,6.2
2012,NORTE,Rural,Federal,0.0,0.0,0.0
2012,NORTE,Rural,Estadual,82.0,13.4,4.6
2012,NORTE,Urbana,Total,88.2,9.5,2.3
2012,NORTE,Urbana,Publico,87.2,10.3,2.5
2012,NORTE,Urbana,Privada,98.0,1.8,0.2
2012,NORTE,Urbana,Municipal,86.9,10.5,2.6
2012,NORTE,Urbana,Federal,91.3,8.3,0.4
2012,NORTE,Urbana,Estadual,87.6,10.0,2.4
2012,NORDESTE,Total,Total,85.7,11.3,3.0
2012,NORDESTE,Total,Publico,83.8,12.7,3.5
2012,NORDESTE,Total,Privada,97.0,2.7,0.3
2012,NORDESTE,Total,Municipal,83.9,12.8,3.3
2012,NORDESTE,Total,Federal,96.8,1.6,1.6
2012,NORDESTE,Total,Estadual,83.4,12.4,4.2
2012,NORDESTE,Rural,Total,83.4,13.0,3.6
2012,NORDESTE,Rural,Publico,83.4,13.1,3.5
2012,NORDESTE,Rural,Privada,95.0,4.6,0.4
2012,NORDESTE,Rural,Municipal,83.5,13.0,3.5
2012,NORDESTE,Rural,Federal,100.0,0.0,0.0
2012,NORDESTE,Rural,Estadual,80.5,14.3,5.2
2012,NORDESTE,Urbana,Total,86.8,10.5,2.7
2012,NORDESTE,Urbana,Publico,84.1,12.5,3.4
2012,NORDESTE,Urbana,Privada,97.1,2.6,0.3
2012,NORDESTE,Urbana,Municipal,84.1,12.6,3.3
2012,NORDESTE,Urbana,Federal,96.3,1.9,1.8
2012,NORDESTE,Urbana,Estadual,83.8,12.2,4.0
2012,SUDESTE,Total,Total,94.9,4.6,0.5
