Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2014,BRASIL,Total,Total,91.7,7.0,1.3
2014,BRASIL,Total,Publico,90.6,7.9,1.5
2014,BRASIL,Total,Particular,97.9,2.0,0.1
2014,BRASIL,Total,Municipal,89.8,8.5,1.7
2014,BRASIL,Total,Federal,96.4,3.6,0.0
2014,BRASIL,Total,Estadual,93.5,5.5,1.0
2014,BRASIL,Rural,Total,85.4,11.9,2.7
2014,BRASIL,Rural,Publico,85.4,11.9,2.7
2014,BRASIL,Rural,Particular,95.0,4.6,0.4
2014,BRASIL,Rural,Municipal,85.2,12.1,2.7
2014,BRASIL,Rural,Federal,92.3,7.7,0.0
2014,BRASIL,Rural,Estadual,88.4,9.2,2.4
2014,BRASIL,Urbana,Total,93.0,6.0,1.0
2014,BRASIL,Urbana,Publico,91.9,6.9,1.2
2014,BRASIL,Urbana,Particular,97.9,2.0,0.1
2014,BRASIL,Urbana,Municipal,91.2,7.3,1.5
2014,BRASIL,Urbana,Federal,96.4,3.5,0.1
2014,BRASIL,Urbana,Estadual,93.9,5.2,0.9
2014,NORTE,Total,Total,85.3,11.7,3.0
2014,NORTE,Total,Publico,84.4,12.5,3.1
2014,NORTE,Total,Particular,98.2,1.7,0.1
2014,NORTE,Total,Municipal,83.4,13.2,3.4
2014,NORTE,Total,Federal,94.1,5.9,0.0
2014,NORTE,Total,Estadual,87.4,10.3,2.3
2014,NORTE,Rural,Total,78.9,16.2,4.9
2014,NORTE,Rural,Publico,78.9,16.2,4.9
2014,NORTE,Rural,Particular,87.7,11.8,0.5
2014,NORTE,Rural,Municipal,78.5,16.6,4.9
2014,NORTE,Rural,Federal,0.0,0.0,0.0
2014,NORTE,Rural,Estadual,82.8,13.0,4.2
2014,NORTE,Urbana,Total,88.4,9.6,2.0
2014,NORTE,Urbana,Publico,87.2,10.6,2.2
2014,NORTE,Urbana,Particular,98.3,1.5,0.2
2014,NORTE,Urbana,Municipal,86.8,10.8,2.4
2014,NORTE,Urbana,Federal,94.1,5.9,0.0
2014,NORTE,Urbana,Estadual,88.2,9.9,1.9
2014,NORDESTE,Total,Total,86.8,10.8,2.4
2014,NORDESTE,Total,Publico,84.9,12.3,2.8
2014,NORDESTE,Total,Particular,97.3,2.4,0.3
2014,NORDESTE,Total,Municipal,85.0,12.3,2.7
2014,NORDESTE,Total,Federal,98.8,1.2,0.0
2014,NORDESTE,Total,Estadual,83.3,13.4,3.3
2014,NORDESTE,Rural,Total,84.3,13.0,2.7
2014,NORDESTE,Rural,Publico,84.2,13.1,2.7
2014,NORDESTE,Rural,Particular,94.8,4.7,0.5
2014,NORDESTE,Rural,Municipal,84.4,13.0,2.6
2014,NORDESTE,Rural,Federal,92.3,7.7,0.0
2014,NORDESTE,Rural,Estadual,78.1,17.1,4.8
2014,NORDESTE,Urbana,Total,87.9,9.8,2.3
2014,NORDESTE,Urbana,Publico,85.2,11.9,2.9
2014,NORDESTE,Urbana,Particular,97.3,2.4,0.3
2014,NORDESTE,Urbana,Municipal,85.3,11.9,2.8
2014,NORDESTE,Urbana,Federal,100.0,0.0,0.0
2014,NORDESTE,Urbana,Estadual,84.1,12.8,3.1
2014,SUDESTE,Total,Total,96.2,3.4,0.4
2014,SUDESTE,Total,Publico,95.8,3.7,0.5
2014,SUDESTE,Total,Particular,98.0,1.9,0.1
2014,SUDESTE,Total,Municipal,94.8,4.6,0.6
2014,SUDESTE,Total,Federal,97.2,2.7,0.1
2014,SUDESTE,Total,Estadual,98.6,1.0,0.4
2014,SUDESTE,Rural,Total,94.9,4.5,0.6
2014,SUDESTE,Rural,Publico,94.9,4.6,0.5
2014,SUDESTE,Rural,Particular,96.8,3.0,0.2
2014,SUDESTE,Rural,Municipal,94.6,4.9,0.5
2014,SUDESTE,Rural,Federal,0.0,0.0,0.0
2014,SUDESTE,Rural,Estadual,97.8,1.8,0.4
2014,SUDESTE,Urbana,Total,96.3,3.3,0.4
2014,SUDESTE,Urbana,Publico,95.8,3.6,0.6
2014,SUDESTE,Urbana,Particular,98.0,2.0,0.0
2014,SUDESTE,Urbana,Municipal,94.9,4.5,0.6
2014,SUDESTE,Urbana,Federal,97.2,2.7,0.1
2014,SUDESTE,Urbana,Estadual,98.6,1.0,0.4
2014,SUL,Total,Total,94.3,5.3,0.4
2014,SUL,Total,Publico,93.8,5.8,0.4
2014,SUL,Total,Particular,98.4,1.6,0.0
2014,SUL,Total,Municipal,94.6,5.0,0.4
2014,SUL,Total,Federal,99.0,1.0,0.0
2014,SUL,Total,Estadual,91.3,8.1,0.6
2014,SUL,Rural,Total,94.3,5.2,0.5
2014,SUL,Rural,Publico,94.3,5.2,0.5
