Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2017,Brasil,Total,Total,93.1,5.9,1.0
2017,Brasil,Urbana,Total,94.4,4.8,0.8
2017,Brasil,Rural,Total,86.7,11.1,2.2
2017,Brasil,Total,Federal,97.2,2.7,0.1
2017,Brasil,Urbana,Federal,97.1,2.7,0.2
2017,Brasil,Rural,Federal,100.0,0.0,0.0
2017,Brasil,Total,Estadual,94.8,4.5,0.7
2017,Brasil,Urbana,Estadual,95.2,4.1,0.7
2017,Brasil,Rural,Estadual,88.5,9.3,2.2
2017,Brasil,Total,Municipal,91.5,7.2,1.3
2017,Brasil,Urbana,Municipal,92.9,6.1,1.0
2017,Brasil,Rural,Municipal,86.5,11.3,2.2
2017,Brasil,Total,Privada,98.6,1.3,0.1
2017,Brasil,Urbana,Privada,98.6,1.3,0.1
2017,Brasil,Rural,Privada,96.6,3.1,0.3
2017,Brasil,Total,Pública,92.1,6.7,1.2
2017,Brasil,Urbana,Pública,93.4,5.7,0.9
2017,Brasil,Rural,Pública,86.6,11.1,2.3
2017,Norte,Total,Total,86.7,11.1,2.2
2017,Norte,Urbana,Total,90.4,8.2,1.4
2017,Norte,Rural,Total,78.5,17.2,4.3
2017,Norte,Total,Federal,99.1,0.4,0.5
2017,Norte,Urbana,Federal,99.1,0.4,0.5
2017,Norte,Rural,Federal,0.0,0.0,0.0
2017,Norte,Total,Estadual,90.0,8.5,1.5
2017,Norte,Urbana,Estadual,91.2,7.6,1.2
2017,Norte,Rural,Estadual,82.9,13.2,3.9
2017,Norte,Total,Municipal,84.7,12.6,2.7
2017,Norte,Urbana,Municipal,88.9,9.5,1.6
2017,Norte,Rural,Municipal,78.1,17.6,4.3
2017,Norte,Total,Privada,98.5,1.4,0.1
2017,Norte,Urbana,Privada,98.6,1.3,0.1
2017,Norte,Rural,Privada,90.5,8.5,1.0
2017,Norte,Total,Pública,85.7,11.8,2.5
2017,Norte,Urbana,Pública,89.5,9.0,1.5
2017,Norte,Rural,Pública,78.5,17.2,4.3
2017,Nordeste,Total,Total,89.7,8.6,1.7
2017,Nordeste,Urbana,Total,90.9,7.6,1.5
2017,Nordeste,Rural,Total,86.8,11.0,2.2
2017,Nordeste,Total,Federal,100.0,0.0,0.0
2017,Nordeste,Urbana,Federal,100.0,0.0,0.0
2017,Nordeste,Rural,Federal,100.0,0.0,0.0
2017,Nordeste,Total,Estadual,85.6,11.7,2.7
2017,Nordeste,Urbana,Estadual,86.6,11.2,2.2
2017,Nordeste,Rural,Estadual,80.3,14.7,5.0
2017,Nordeste,Total,Municipal,88.1,9.9,2.0
2017,Nordeste,Urbana,Municipal,88.7,9.3,2.0
2017,Nordeste,Rural,Municipal,86.9,11.0,2.1
2017,Nordeste,Total,Privada,98.1,1.7,0.2
2017,Nordeste,Urbana,Privada,98.2,1.7,0.1
2017,Nordeste,Rural,Privada,96.6,3.1,0.3
2017,Nordeste,Total,Pública,88.0,10.0,2.0
2017,Nordeste,Urbana,Pública,88.6,9.4,2.0
2017,Nordeste,Rural,Pública,86.8,11.1,2.1
2017,Sudeste,Total,Total,97.0,2.6,0.4
2017,Sudeste,Urbana,Total,97.1,2.5,0.4
2017,Sudeste,Rural,Total,95.6,4.1,0.3
2017,Sudeste,Total,Federal,97.2,2.8,0.0
